Data As Of,Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All Cause,Natural Cause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J09-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)"
02/02/2022,Illinois,2020,36,2020/9/5,2198,1999,37,422,65,88,33,91,26,39,30,513,115,119,103
02/02/2022,Illinois,2020,37,2020/9/12,2080,1873,19,412,49,82,18,86,24,44,26,457,133,119,96
02/02/2022,Illinois,2020,38,2020/9/19,2080,1889,30,412,69,84,37,91,21,29,23,470,110,131,104
02/02/2022,Illinois,2020,39,2020/9/26,2295,2095,27,481,65,73,39,92,30,43,25,489,135,142,119
02/02/2022,Illinois,2020,40,2020/10/3,2138,1942,25,450,59,79,39,90,23,36,25,467,121,150,117
02/02/2022,Illinois,2020,41,2020/10/10,2333,2161,26,434,72,86,40,85,31,42,22,523,133,189,155
02/02/2022,Illinois,2020,42,2020/10/17,2281,2094,25,409,61,93,39,100,29,38,20,500,122,229,190
02/02/2022,Illinois,2020,43,2020/10/24,2290,2114,32,417,66,99,40,88,23,44,24,476,123,266,220
02/02/2022,Illinois,2020,44,2020/10/31,2455,2271,25,438,69,106,28,92,28,57,21,519,114,333,294
02/02/2022,Illinois,2020,45,2020/11/7,2699,2510,30,447,73,106,38,95,30,51,26,522,145,513,466
02/02/2022,Illinois,2020,46,2020/11/14,2905,2701,30,455,71,93,31,98,31,48,30,537,152,675,621
02/02/2022,Illinois,2020,47,2020/11/21,3186,3002,29,466,86,79,38,122,17,58,34,590,126,941,841
02/02/2022,Illinois,2020,48,2020/11/28,3151,2964,33,451,72,108,34,92,29,48,38,565,152,941,826
02/02/2022,Illinois,2020,49,2020/12/5,3282,3110,34,452,82,102,43,109,32,48,30,574,141,1029,941
02/02/2022,Illinois,2020,50,2020/12/12,3345,3178,35,487,69,114,40,120,26,64,28,600,130,1039,916
02/02/2022,Illinois,2020,51,2020/12/19,3130,2939,27,490,67,119,36,107,25,53,41,523,133,923,828
02/02/2022,Illinois,2020,52,2020/12/26,3040,2849,27,408,60,107,50,88,27,43,26,567,108,875,786
02/02/2022,Illinois,2020,53,2021/1/2,3031,2878,35,448,66,99,32,113,29,45,26,597,150,802,697
02/02/2022,Illinois,2021,1,2021/1/9,2797,2638,36,387,51,105,44,91,23,55,27,598,135,646,577
02/02/2022,Illinois,2021,2,2021/1/16,2737,2554,32,462,84,104,42,80,38,41,32,517,112,568,502
02/02/2022,Illinois,2021,3,2021/1/23,2614,2442,52,410,60,86,38,97,28,50,26,522,144,476,429
02/02/2022,Illinois,2021,4,2021/1/30,2587,2431,31,472,60,84,34,80,33,59,19,522,145,445,402
02/02/2022,Illinois,2021,5,2021/2/6,2564,2384,36,452,67,90,34,109,30,44,30,535,124,348,299
02/02/2022,Illinois,2021,6,2021/2/13,2481,2326,21,456,71,90,31,93,26,47,25,550,142,330,290
02/02/2022,Illinois,2021,7,2021/2/20,2442,2281,38,476,76,71,31,89,34,50,21,534,141,222,199
02/02/2022,Illinois,2021,8,2021/2/27,2337,2155,33,456,67,87,31,78,33,42,27,491,141,212,178
02/02/2022,Illinois,2021,9,2021/3/6,2181,1999,34,417,73,71,26,83,22,46,28,485,118,144,130
02/02/2022,Illinois,2021,10,2021/3/13,2113,1938,29,440,54,76,39,89,32,46,26,466,121,124,104
02/02/2022,Illinois,2021,11,2021/3/20,2123,1938,27,438,48,84,30,103,20,54,26,465,131,120,100
02/02/2022,Illinois,2021,12,2021/3/27,2130,1939,26,440,77,87,34,76,23,62,14,457,117,121,113
02/02/2022,Illinois,2021,13,2021/4/3,2179,1990,37,406,69,58,32,109,29,62,25,480,143,119,105
02/02/2022,Illinois,2021,14,2021/4/10,2232,2014,24,446,54,84,25,83,25,56,42,473,100,133,124
02/02/2022,Illinois,2021,15,2021/4/17,2111,1893,25,378,57,78,23,89,23,45,23,445,120,180,169
02/02/2022,Illinois,2021,16,2021/4/24,2223,2045,24,410,57,56,33,107,29,47,20,493,138,200,178
02/02/2022,Illinois,2021,17,2021/5/1,2225,2060,28,475,70,53,29,86,34,50,31,472,117,197,175
02/02/2022,Illinois,2021,18,2021/5/8,2159,1943,30,395,55,68,31,84,19,42,21,464,122,210,190
02/02/2022,Illinois,2021,19,2021/5/15,2133,1931,28,396,66,67,28,74,18,44,28,478,117,179,162
02/02/2022,Illinois,2021,20,2021/5/22,2219,2020,25,450,53,83,24,95,22,44,26,460,114,187,167
02/02/2022,Illinois,2021,21,2021/5/29,2032,1823,27,380,52,54,29,79,23,34,26,448,104,127,110
02/02/2022,Illinois,2021,22,2021/6/5,2191,1961,32,437,68,65,28,86,20,47,28,483,103,120,112
02/02/2022,Illinois,2021,23,2021/6/12,2123,1894,21,425,49,71,29,102,30,41,29,425,126,103,97
02/02/2022,Illinois,2021,24,2021/6/19,2038,1822,37,393,63,70,25,88,27,57,25,447,121,72,60
02/02/2022,Illinois,2021,25,2021/6/26,1998,1810,28,434,58,55,24,86,31,45,32,443,111,62,54
02/02/2022,Illinois,2021,26,2021/7/3,2063,1852,33,473,66,64,26,80,32,36,28,453,123,45,34
02/02/2022,Illinois,2021,27,2021/7/10,2108,1893,23,437,56,69,27,102,35,43,38,470,113,44,39
02/02/2022,Illinois,2021,28,2021/7/17,2112,1910,30,462,64,55,39,96,31,48,30,436,119,43,39
02/02/2022,Illinois,2021,29,2021/7/24,2085,1857,29,457,52,76,23,86,27,45,38,453,110,45,36
02/02/2022,Illinois,2021,30,2021/7/31,2078,1869,21,423,53,59,24,86,24,56,31,468,110,77,69
02/02/2022,Illinois,2021,31,2021/8/7,2117,1881,36,441,43,70,23,95,27,50,31,444,119,96,87
02/02/2022,Illinois,2021,32,2021/8/14,2179,1991,24,447,61,70,30,82,35,44,37,458,109,121,112
02/02/2022,Illinois,2021,33,2021/8/21,2268,2044,32,430,63,52,31,91,21,54,38,453,108,200,190
02/02/2022,Illinois,2021,34,2021/8/28,2296,2082,20,446,67,89,25,93,29,46,33,468,110,224,205
02/02/2022,Illinois,2021,35,2021/9/4,2365,2137,32,451,53,86,28,98,24,50,46,471,107,250,234
02/02/2022,Illinois,2021,36,2021/9/11,2384,2143,23,438,82,75,35,97,28,47,28,472,105,295,268
02/02/2022,Illinois,2021,37,2021/9/18,2290,2081,23,441,76,83,32,100,30,44,29,447,110,280,260
02/02/2022,Illinois,2021,38,2021/9/25,2322,2123,29,468,66,78,30,99,35,45,49,432,135,237,216
02/02/2022,Illinois,2021,39,2021/10/2,2366,2168,36,463,60,63,35,95,31,45,48,500,125,248,221
02/02/2022,Illinois,2021,40,2021/10/9,2337,2142,34,507,46,92,22,77,23,45,49,501,129,205,187
02/02/2022,Illinois,2021,41,2021/10/16,2183,2022,30,411,56,77,30,70,23,63,58,452,117,210,189
02/02/2022,Illinois,2021,42,2021/10/23,2414,2233,35,476,62,77,34,95,38,52,53,518,143,198,182
02/02/2022,Illinois,2021,43,2021/10/30,2333,2156,30,432,69,91,39,83,33,48,74,471,143,182,166
02/02/2022,Illinois,2021,44,2021/11/6,2379,2198,39,477,49,79,29,124,25,51,109,480,118,154,140
02/02/2022,Illinois,2021,45,2021/11/13,2399,2203,34,398,72,83,31,99,34,64,78,517,139,163,143
02/02/2022,Illinois,2021,46,2021/11/20,2389,2245,25,479,72,93,30,79,33,53,101,507,137,193,179
02/02/2022,Illinois,2021,47,2021/11/27,2521,2387,35,471,84,74,43,90,38,54,125,524,141,225,200
02/02/2022,Illinois,2021,48,2021/12/4,2546,2426,35,476,72,99,34,101,27,38,154,511,148,280,250
02/02/2022,Illinois,2021,49,2021/12/11,2657,2551,33,484,67,79,37,92,32,46,163,538,141,356,325
02/02/2022,Illinois,2021,50,2021/12/18,2643,2548,28,451,68,78,35,81,31,48,160,541,143,437,402
02/02/2022,Illinois,2021,51,2021/12/25,2778,2697,28,472,59,87,34,111,28,64,195,496,133,536,509
02/02/2022,Illinois,2021,52,2022/1/1,2888,2799,38,442,83,88,48,101,30,71,207,520,136,589,546
02/02/2022,Illinois,2022,1,2022/1/8,3101,3033,32,441,91,85,48,119,42,70,235,516,129,813,750
02/02/2022,Illinois,2022,2,2022/1/15,2801,2756,39,378,63,100,24,94,28,45,249,458,103,754,708
02/02/2022,Illinois,2022,3,2022/1/22,2254,2215,23,311,52,85,28,85,26,42,165,357,94,614,560
02/02/2022,Indiana,2020,1,2020/1/4,1470,1357,27,258,47,51,42,115,30,40,10,335,60,0,0
02/02/2022,Indiana,2020,2,2020/1/11,1386,1258,21,243,40,54,37,110,27,29,,317,57,0,0
02/02/2022,Indiana,2020,3,2020/1/18,1389,1277,28,285,49,51,22,95,20,36,,316,64,0,0
02/02/2022,Indiana,2020,4,2020/1/25,1422,1304,27,270,55,55,27,110,17,34,,315,64,0,0
02/02/2022,Indiana,2020,5,2020/2/1,1380,1282,25,296,51,48,21,83,29,39,,294,74,0,0
02/02/2022,Indiana,2020,6,2020/2/8,1363,1257,27,267,48,61,29,100,21,22,,296,80,0,0
